gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,AvgMonthlySpend,ServiceCount,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,0,1,0,0.8438080513225359,1,0,1.5120888872974856,1.5610440064568858,1.4926268984797566,2.133222282330899,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False
0,1,0,0,-1.2462227198098432,1,0,-1.5349465448594635,-0.9973310644605733,-1.5487143219844728,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,0,0,0,-0.4266028095618514,1,0,0.5959758247267488,-0.2198423673487207,0.5514317678399043,-0.5761835606984258,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,1,-1.0003367467354458,1,1,-0.47198840122092234,-0.8306128848999845,-0.4425343959767854,-0.5761835606984258,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,0,1,1,-1.0822987377602449,1,0,-1.5049100510046853,-0.9694674862172196,-1.6110343178158921,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,0,0,-1.0413177422478452,1,0,-1.5082474392107719,-0.9530317254956848,-1.513577714810949,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0,0,0,0,-1.1232797332726445,1,1,0.49752287264719774,-0.8378931547497919,0.4824189821531358,-0.5761835606984258,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0,1,1,1.5814659705457286,1,0,-1.514922215622945,-0.3976795044981062,-1.513300179752384,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,1,0,1.6224469660581282,1,0,-1.4848857217681666,-0.3553877550978616,-1.4781311563354065,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,0,0,0,-0.877393760198247,1,0,0.8329303873588886,-0.5778330911451576,0.8182368893872644,-0.03430239209256088,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
1,0,1,0,-1.2462227198098432,1,1,-0.6872499405134996,-0.9782038100369883,-0.8282951701732691,-1.1180647293042907,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,0,-1.0413177422478452,1,1,0.3156352154154854,-0.7838206050471317,0.3073532110061324,0.5075787765133041,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
0,1,0,0,-1.2872037153222429,1,1,0.3523464856824364,-0.9803217067205687,0.35079915095717856,-1.1180647293042907,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,1,-1.0003367467354458,1,0,-0.3518424258018093,-0.80096233132986,-0.16334081465202827,-0.03430239209256088,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,-0.05777384995025511,1,1,0.1954892399963721,-0.05709524406984498,0.1577009789272677,0.5075787765133041,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
0,0,0,0,-1.2462227198098432,1,0,-0.3918910842748468,-0.9610179609066856,-0.18099814680426365,-0.03430239209256088,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,-0.7954317691734478,0,1,-0.5487483299609112,-0.7342706472208669,-0.5475036402374499,0.5075787765133041,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
1,0,1,1,-1.0413177422478452,1,0,-1.4932291922833827,-0.9472295710396261,-1.4511390142255653,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,1,1,0.3930171006861404,1,1,-1.5399526271685935,-0.677594849511306,-1.564027235245907,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
1,0,0,1,-0.467583805074251,0,0,-0.40190324889310636,-0.4916832312557704,-0.2942424820864994,1.591341113725034,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
1,0,1,1,1.6224469660581282,1,1,0.4591429082772036,1.514560586537055,0.4782781646523366,1.049459945119169,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False
0,0,1,0,0.8847890468349355,1,1,0.31229782720939864,0.8356423309068368,0.41293449494909695,1.049459945119169,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False
0,0,1,1,0.5159600872233392,1,1,0.9947937153540823,0.9139162625041599,1.0599360753749019,0.5075787765133041,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
0,0,0,0,-0.7134697781486485,1,0,-0.45530146019049,-0.6759843655748333,-0.4707168829805494,-1.1180647293042907,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,0.22909311863654203,1,1,0.9831128566327798,0.5853996008875492,1.0031255073231058,0.5075787765133041,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
1,1,1,0,0.3930171006861404,1,1,1.0131493504875577,0.7205478830085186,0.9436106922564292,0.5075787765133041,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
1,0,1,0,1.4585229840085299,1,0,-0.23169645038269626,0.7404472872646587,-0.2236690145382472,-0.03430239209256088,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,0,1,1,-0.467583805074251,0,1,-1.3063354527425404,-0.7641197536050771,-1.2714991532257927,-1.1180647293042907,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,-0.8364127646858474,1,1,0.6426992596119596,-0.5462411322817511,0.7677891675091845,-0.5761835606984258,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0,1,1,0.3520361051737408,1,1,0.991456327147996,0.6841024109119072,0.9525164440416765,0.5075787765133041,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
0,0,0,1,0.6798840692729375,1,1,1.4687028406183615,1.3205524257515824,1.421651694293899,1.591341113725034,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False
0,0,0,0,-1.2052417242974438,1,0,1.4269854880422805,-0.8753755137644061,1.3074803314092736,1.049459945119169,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True
1,0,1,1,-0.4266028095618514,1,0,0.6043192952419649,-0.19928112037896165,0.6218344782821864,-0.03430239209256088,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0,1,1,1.0487130288845339,1,1,0.05365024123769704,0.7381087763432055,0.10833855108340046,-0.03430239209256088,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1,0,1,0,0.02418814107454407,1,1,-0.3818789196565875,-0.19425111575545845,-0.2962712542451672,-0.03430239209256088,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
1,0,1,0,-0.34464081853705225,1,1,1.1383014082158005,0.05903609074647614,1.2002206941394193,1.049459945119169,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False
0,0,0,0,-1.2462227198098432,1,1,-0.36018589631702547,-0.9634005946757135,-0.2707389408015071,-0.5761835606984258,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,0,-1.1232797332726445,1,1,0.9764380802206069,-0.7939688599892873,1.1441742445550303,0.5075787765133041,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0,-1.2462227198098432,1,1,0.35067779157939327,-0.9302643361471963,0.9773228423823775,-0.5761835606984258,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,0,0,-0.672488782636249,1,1,0.45246813186503054,-0.4762181731808766,0.36378248342205755,-0.5761835606984258,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0,1,1,0.6798840692729375,1,0,-0.11488786316966972,0.32059633116864644,-0.1156087851917597,0.5075787765133041,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1,0,1,1,0.10615013209934325,1,0,-1.5182596038290312,-0.6914714850735144,-1.473313062266154,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,1,0,0.22909311863654203,0,1,-0.17329215677618298,-0.046042470752410275,-0.24860987561505252,1.591341113725034,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False
1,1,1,0,1.6224469660581282,1,1,1.3902742177753291,2.373742735933261,1.3771864008207118,1.049459945119169,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False
1,0,0,0,-1.2462227198098432,1,0,-1.5049100510046853,-0.9961838704236338,-1.5055057915413557,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,1,-1.2462227198098432,1,1,0.8129060581223695,-0.9318748200836687,0.9166647131064634,-0.03430239209256088,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1,0,1,1,-1.2052417242974438,1,1,0.14542841690507502,-0.9254108229139915,0.05110921544786584,-1.1180647293042907,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0,-0.6315077871238494,0,0,-1.02766353753432,-0.7522065847599378,-1.0080211503082712,-0.03430239209256088,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1,0,1,1,-0.38562181404945184,1,0,-1.494897886386426,-0.8025066309949705,-1.4750864080688604,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,0,0,-1.2462227198098432,1,1,0.08535542919551863,-0.9622754620625613,-0.22836134363614202,-1.1180647293042907,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,0,0,-1.2462227198098432,1,1,0.48584201392589527,-0.943412944724424,0.4820866088420347,-0.5761835606984258,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,1,1,0,0.43399809619854,1,1,1.4136359352179344,0.9867410224260207,1.3376000523919824,1.049459945119169,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False
1,0,0,0,1.130675019909333,1,0,0.5125411195745869,1.1249117196058498,0.5181214153205572,1.049459945119169,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False
1,0,0,0,1.4585229840085299,1,0,-0.3585172022139821,0.6133955476736265,-0.3644144482610478,-0.5761835606984258,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,-0.877393760198247,1,0,-0.6672256112769808,-0.7966603536913374,-0.6803135073444815,-1.1180647293042907,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,-0.9183747557106465,1,1,-1.5082474392107719,-0.9261167884751849,-1.5068352847857593,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
1,0,0,0,-1.2872037153222429,0,0,-1.005970514194758,-0.9982797056834268,-1.0019602252234903,-0.5761835606984258,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,1,0,0,1.4175419884961302,1,0,-0.34349895528659313,0.6300519226330342,-0.3187842470404956,-0.5761835606984258,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,-1.2872037153222429,1,1,1.014818044590601,-0.9715633214770126,1.0105601734924676,0.5075787765133041,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
1,0,0,0,-1.2872037153222429,0,0,-1.1561529834686493,-1.0002652338242835,-1.151528215218896,-0.5761835606984258,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0,0,0,0,-0.7954317691734478,1,0,-1.5082474392107719,-0.8952969794443335,-1.4805777932087882,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,0,1,1,-1.2462227198098432,0,1,-1.1661651480869084,-0.9856164484295196,-1.1074887514980263,-0.5761835606984258,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,-1.2462227198098432,1,1,-0.660550834864808,-0.9780273186466901,-0.8216477039512511,-1.1180647293042907,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,1,0,0.22909311863654203,1,1,0.3256473800337447,0.2525147773610538,0.3432332847965923,-1.1180647293042907,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,-0.8364127646858474,1,1,1.3852681354661998,-0.46048837802053516,1.3060954426130196,1.049459945119169,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,1,0,1.6224469660581282,1,1,1.0932466674336334,2.125264919816957,1.1172196922839444,1.049459945119169,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False
0,0,0,0,0.02418814107454407,1,1,0.7928817288858508,0.3221406308337571,0.8824957295334388,0.5075787765133041,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
1,0,0,1,-0.34464081853705225,1,0,-1.516590909725988,-0.7939688599892873,-1.4771155712181538,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,1,0,0,-1.1232797332726445,1,1,0.16879013434768042,-0.8673010326582561,0.039365358455633805,-1.1180647293042907,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,0.22909311863654203,1,1,1.2834777951805623,0.7460950117542062,1.3216790860150749,1.049459945119169,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
1,0,1,1,-1.1642607287850442,1,0,-1.4798796394590368,-0.9859914926339035,-1.644271648925982,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,0,0.18811212312414244,1,0,0.013601582764659274,0.007169683422545572,-0.08842768813143129,1.049459945119169,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False
0,0,1,1,-0.672488782636249,1,1,0.8546234106984504,-0.377405056037582,0.8290012523036006,-0.03430239209256088,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1,1,0,0,-1.2462227198098432,1,1,0.6794105298789106,-0.9310364859797516,0.9482401776610486,-0.5761835606984258,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,0,-0.7134697781486485,1,1,1.206717866440573,-0.3280977738729775,1.2763480312694886,1.049459945119169,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
1,0,1,0,1.0077320333721342,1,1,1.1866935372040546,1.627007663580898,1.322991085927315,0.5075787765133041,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False
1,0,0,0,1.1716560154217326,1,0,0.8162434463284562,1.328604845433945,0.725645412222531,2.133222282330899,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
0,0,0,1,-1.2872037153222429,1,0,-1.5332778507564204,-1.0052511156002122,-1.5271100567629143,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,1,0,0,1.4175419884961302,1,1,0.9096903160988774,1.6957731215258969,0.8794215394782543,1.049459945119169,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
1,0,0,0,-1.2872037153222429,1,1,-0.6522073643495918,-0.9936026838405203,-0.6496445154565347,-1.1180647293042907,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,1.0487130288845339,1,1,0.10704845253508088,0.7389250490233353,0.10939870733432551,0.5075787765133041,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
1,0,0,0,-1.1642607287850442,1,1,0.3490090974763501,-0.8803393341165475,0.3453980846517891,-1.1180647293042907,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,-0.8364127646858474,1,0,-0.6438638938343756,-0.790505216454682,-0.765559707702974,-1.1180647293042907,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,0.3110551096613412,1,0,-0.0030853582657730865,0.12727207452057981,-0.018135224364821793,0.5075787765133041,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0,1,0,0.8438080513225359,1,1,1.3652438062296806,1.5320332341765928,1.4513937943195971,1.591341113725034,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False
1,0,1,0,0.8847890468349355,1,1,0.16545274614159414,0.6257058221469372,0.12007667750130298,-0.03430239209256088,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False
0,0,1,1,-0.5905267916114498,1,0,-0.2583955560313879,-0.5765535285654946,-0.3373059289414375,-0.03430239209256088,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1,0,1,0,-0.09875484546265471,1,1,0.6610548947454351,0.14414906371786051,0.7405068582229852,-0.5761835606984258,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,1,0,0,1.5814659705457286,1,0,1.296827348004908,2.2573246026077056,1.3035870383989596,0.5075787765133041,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False
0,0,1,1,-1.1232797332726445,1,1,0.8396051637710612,-0.8220309910467267,0.7213953928346838,0.5075787765133041,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
1,0,1,0,0.43399809619854,1,0,0.7094470237336891,0.5634264227954031,0.5960210880426692,1.591341113725034,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False
1,0,1,0,1.335579997471331,1,1,1.4303228762483668,2.127316632229175,1.4732749569004764,1.591341113725034,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False
0,0,0,0,-1.0822987377602449,1,0,-0.5053622832817871,-0.8865165327769902,-0.5695979430330674,-0.5761835606984258,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,0,1,0,1.5814659705457286,1,0,1.4703715347214046,2.387111958748362,1.4412878967937908,1.591341113725034,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
1,0,1,0,-0.2626788275122531,1,0,0.5575958603567547,-0.09662931549667769,0.49020418778622976,1.591341113725034,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
1,0,0,0,1.3765609929837306,1,1,-0.1349121924061886,0.75886857612705,-0.1437572280831855,0.5075787765133041,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
1,0,1,1,0.7208650647853372,1,0,-1.5032413569016423,-0.6030051756864613,-1.5481160500244915,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,1,0,0.7618460602977367,1,1,0.3339908505489609,0.7075978272453763,0.3755642211960694,0.5075787765133041,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False
1,0,0,0,-0.5905267916114498,0,1,-0.8340950215813044,-0.6996121504510263,-0.8522999093083342,0.5075787765133041,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
0,0,0,0,1.2536180064465319,1,0,0.842942551977148,1.5566317216994268,0.9064692936826139,-0.03430239209256088,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False
1,0,1,0,1.540484975033329,1,1,0.9881189389419093,2.0126634128066034,1.0898786900916189,2.133222282330899,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
1,0,1,0,1.540484975033329,0,1,-0.5120370596939599,0.47328344520051546,-0.5666936333860668,1.049459945119169,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False
0,0,0,0,-0.2216978319998535,1,0,-1.5132535215199017,-0.8063673801577472,-1.5883529168639139,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,0,0,0,-0.8364127646858474,1,1,0.3556838738885227,-0.6367370926572354,0.19970778328589378,0.5075787765133041,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True
0,0,0,0,-1.2462227198098432,1,1,0.5008602608532845,-0.9338382868007381,0.8427116513865125,-0.5761835606984258,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0,1,0,-0.7954317691734478,1,0,0.9647572214993039,-0.4773874286416033,0.941017449939048,0.5075787765133041,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
0,1,1,0,1.0896940243969335,1,1,0.9564137509840877,1.445993681406142,0.9735766008250539,-0.03430239209256088,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1,0,0,0,-1.2462227198098432,1,0,-0.6555447525556783,-0.9765050804053667,-0.7643133077863455,-1.1180647293042907,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0,0.4749790917109396,0,0,-0.363523284523112,0.04098984608846874,-0.36119735899317307,1.049459945119169,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
0,0,1,1,-0.672488782636249,1,0,-0.031453158017507914,-0.5619268045945179,-0.03973948958638057,0.5075787765133041,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
1,0,0,0,-1.2872037153222429,1,1,0.6794105298789106,-0.9759976676582588,0.6765249958360618,-0.03430239209256088,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
0,1,0,0,-0.6315077871238494,1,1,1.2217361133679623,-0.24051392143741615,1.2593513725371135,1.049459945119169,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,1,1,1.6224469660581282,0,1,0.0019207240433568116,0.9624513948362091,-0.09935895226510462,2.133222282330899,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,1,1,0,-0.9593557512230462,1,1,-1.466530086634691,-0.9234914790444966,-1.411518005235601,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,0,0.3110551096613412,1,1,0.9413955040566989,0.6436858825335826,0.9543890839164154,0.5075787765133041,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
0,1,0,0,-0.8364127646858474,0,1,-1.1962016419416868,-0.8455484688039832,-1.111089462368286,-0.5761835606984258,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,1,1,0.43399809619854,1,1,0.9130277043049636,0.7683770497793743,0.9550615601505035,-0.03430239209256088,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1,0,1,1,1.1716560154217326,1,1,0.47416115520459284,1.1132191649985834,0.4596650321997362,1.591341113725034,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False
